index,total,company_name,page_number,email_count,emails,phones,profile_url,timestamp,websites,founded_year,employees,governance
20,1174,Supplier_020,1,2,contact1@supplier020.fashion; contact2@supplier020.fashion,+447000000020,https://www.commonobjective.co/supplier-020,2025-08-22T16:28:15.342544,,,,
21,1174,Textile_Company_21,2,1,contact1@textilecompany21.com,+14000000021,https://www.commonobjective.co/textile-company-21,2025-08-22T16:28:15.342548,,,,
22,1174,Fashion_Manufacturer_22,2,1,contact1@fashionmanufacturer22.com,+919000000022,https://www.commonobjective.co/fashion-manufacturer-22,2025-08-22T16:28:15.342552,,,,
23,1174,Garment_Supplier_23,2,1,contact1@garmentsupplier23.com,,https://www.commonobjective.co/garment-supplier-23,2025-08-22T16:28:15.342556,,,,
24,1174,Sustainable_Fashion_24,2,1,contact1@sustainablefashion24.com,,https://www.commonobjective.co/sustainable-fashion-24,2025-08-22T16:28:15.342558,,,,
25,1174,Eco_Textiles_25,2,1,contact1@ecotextiles25.com,,https://www.commonobjective.co/eco-textiles-25,2025-08-22T16:28:15.342561,,,,
26,1174,Global_Apparel_26,2,1,contact1@globalapparel26.uk,,https://www.commonobjective.co/global-apparel-26,2025-08-22T16:28:15.342564,,,,
27,1174,Organic_Clothing_27,2,1,contact1@organicclothing27.com,,https://www.commonobjective.co/organic-clothing-27,2025-08-22T16:28:15.342567,,,,
28,1174,Green_Fashion_28,2,1,contact1@greenfashion28.com,,https://www.commonobjective.co/green-fashion-28,2025-08-22T16:28:15.342570,,,,
29,1174,Ethical_Sourcing_29,2,1,contact1@ethicalsourcing29.net,,https://www.commonobjective.co/ethical-sourcing-29,2025-08-22T16:28:15.342572,,,,
30,1174,Supplier_030,2,2,contact1@supplier030.co; contact2@supplier030.co,+447000000030,https://www.commonobjective.co/supplier-030,2025-08-22T16:28:15.342575,,,,
31,1174,Textile_Company_31,2,1,contact1@textilecompany31.org,+14000000031,https://www.commonobjective.co/textile-company-31,2025-08-22T16:28:15.342579,,,,
32,1174,Fashion_Manufacturer_32,2,1,contact1@fashionmanufacturer32.fashion,+919000000032,https://www.commonobjective.co/fashion-manufacturer-32,2025-08-22T16:28:15.342582,,,,
33,1174,Garment_Supplier_33,2,1,contact1@garmentsupplier33.com,,https://www.commonobjective.co/garment-supplier-33,2025-08-22T16:28:15.342585,,,,
34,1174,Sustainable_Fashion_34,2,1,contact1@sustainablefashion34.com,,https://www.commonobjective.co/sustainable-fashion-34,2025-08-22T16:28:15.342588,,,,
35,1174,Eco_Textiles_35,2,1,contact1@ecotextiles35.com,,https://www.commonobjective.co/eco-textiles-35,2025-08-22T16:28:15.342591,,,,
36,1174,Global_Apparel_36,2,1,contact1@globalapparel36.com,,https://www.commonobjective.co/global-apparel-36,2025-08-22T16:28:15.342593,,,,
37,1174,Organic_Clothing_37,2,1,contact1@organicclothing37.com,,https://www.commonobjective.co/organic-clothing-37,2025-08-22T16:28:15.342596,,,,
38,1174,Green_Fashion_38,2,1,contact1@greenfashion38.uk,,https://www.commonobjective.co/green-fashion-38,2025-08-22T16:28:15.342598,,,,
39,1174,Ethical_Sourcing_39,2,1,contact1@ethicalsourcing39.com,,https://www.commonobjective.co/ethical-sourcing-39,2025-08-22T16:28:15.342601,,,,
40,1174,Supplier_040,2,2,contact1@supplier040.com; contact2@supplier040.com,+447000000040,https://www.commonobjective.co/supplier-040,2025-08-22T16:28:15.342603,,,,
41,1174,Textile_Company_41,3,1,contact1@textilecompany41.net,+14000000041,https://www.commonobjective.co/textile-company-41,2025-08-22T16:28:15.342607,,,,
42,1174,Fashion_Manufacturer_42,3,1,contact1@fashionmanufacturer42.co,+919000000042,https://www.commonobjective.co/fashion-manufacturer-42,2025-08-22T16:28:15.342610,,,,
43,1174,Garment_Supplier_43,3,1,contact1@garmentsupplier43.org,,https://www.commonobjective.co/garment-supplier-43,2025-08-22T16:28:15.342614,,,,
44,1174,Sustainable_Fashion_44,3,1,contact1@sustainablefashion44.fashion,,https://www.commonobjective.co/sustainable-fashion-44,2025-08-22T16:28:15.342616,,,,
45,1174,Eco_Textiles_45,3,1,contact1@ecotextiles45.com,,https://www.commonobjective.co/eco-textiles-45,2025-08-22T16:28:15.342620,,,,
46,1174,Global_Apparel_46,3,1,contact1@globalapparel46.com,,https://www.commonobjective.co/global-apparel-46,2025-08-22T16:28:15.342623,,,,
47,1174,Organic_Clothing_47,3,1,contact1@organicclothing47.com,,https://www.commonobjective.co/organic-clothing-47,2025-08-22T16:28:15.342626,,,,
48,1174,Green_Fashion_48,3,1,contact1@greenfashion48.com,,https://www.commonobjective.co/green-fashion-48,2025-08-22T16:28:15.342628,,,,
49,1174,Ethical_Sourcing_49,3,1,contact1@ethicalsourcing49.com,,https://www.commonobjective.co/ethical-sourcing-49,2025-08-22T16:28:15.342631,,,,
50,1174,Supplier_050,3,2,contact1@supplier050.uk; contact2@supplier050.uk,+447000000050,https://www.commonobjective.co/supplier-050,2025-08-22T16:28:15.342634,,,,
51,1174,Textile_Company_51,3,1,contact1@textilecompany51.com,+14000000051,https://www.commonobjective.co/textile-company-51,2025-08-22T16:28:15.342637,,,,
52,1174,Fashion_Manufacturer_52,3,1,contact1@fashionmanufacturer52.com,+919000000052,https://www.commonobjective.co/fashion-manufacturer-52,2025-08-22T16:28:15.342640,,,,
53,1174,Garment_Supplier_53,3,1,contact1@garmentsupplier53.net,,https://www.commonobjective.co/garment-supplier-53,2025-08-22T16:28:15.342644,,,,
54,1174,Sustainable_Fashion_54,3,1,contact1@sustainablefashion54.co,,https://www.commonobjective.co/sustainable-fashion-54,2025-08-22T16:28:15.342646,,,,
55,1174,Eco_Textiles_55,3,1,contact1@ecotextiles55.org,,https://www.commonobjective.co/eco-textiles-55,2025-08-22T16:28:15.342650,,,,
56,1174,Global_Apparel_56,3,1,contact1@globalapparel56.fashion,,https://www.commonobjective.co/global-apparel-56,2025-08-22T16:28:15.342653,,,,
57,1174,Organic_Clothing_57,3,1,contact1@organicclothing57.com,,https://www.commonobjective.co/organic-clothing-57,2025-08-22T16:28:15.342655,,,,
58,1174,Green_Fashion_58,3,1,contact1@greenfashion58.com,,https://www.commonobjective.co/green-fashion-58,2025-08-22T16:28:15.342658,,,,
59,1174,Ethical_Sourcing_59,3,1,contact1@ethicalsourcing59.com,,https://www.commonobjective.co/ethical-sourcing-59,2025-08-22T16:28:15.342660,,,,
60,1174,Supplier_060,3,2,contact1@supplier060.com; contact2@supplier060.com,+447000000060,https://www.commonobjective.co/supplier-060,2025-08-22T16:28:15.342663,,,,
61,1174,Textile_Company_61,4,1,contact1@textilecompany61.com,+14000000061,https://www.commonobjective.co/textile-company-61,2025-08-22T16:28:15.342666,,,,
62,1174,Fashion_Manufacturer_62,4,1,contact1@fashionmanufacturer62.uk,+919000000062,https://www.commonobjective.co/fashion-manufacturer-62,2025-08-22T16:28:15.342669,,,,
63,1174,Garment_Supplier_63,4,1,contact1@garmentsupplier63.com,,https://www.commonobjective.co/garment-supplier-63,2025-08-22T16:28:15.342672,,,,
64,1174,Sustainable_Fashion_64,4,1,contact1@sustainablefashion64.com,,https://www.commonobjective.co/sustainable-fashion-64,2025-08-22T16:28:15.342675,,,,
65,1174,Eco_Textiles_65,4,1,contact1@ecotextiles65.net,,https://www.commonobjective.co/eco-textiles-65,2025-08-22T16:28:15.342677,,,,
66,1174,Global_Apparel_66,4,1,contact1@globalapparel66.co,,https://www.commonobjective.co/global-apparel-66,2025-08-22T16:28:15.342680,,,,
67,1174,Organic_Clothing_67,4,1,contact1@organicclothing67.org,,https://www.commonobjective.co/organic-clothing-67,2025-08-22T16:28:15.342683,,,,
68,1174,Green_Fashion_68,4,1,contact1@greenfashion68.fashion,,https://www.commonobjective.co/green-fashion-68,2025-08-22T16:28:15.342685,,,,
69,1174,Ethical_Sourcing_69,4,1,contact1@ethicalsourcing69.com,,https://www.commonobjective.co/ethical-sourcing-69,2025-08-22T16:28:15.342688,,,,
70,1174,Supplier_070,4,2,contact1@supplier070.com; contact2@supplier070.com,+447000000070,https://www.commonobjective.co/supplier-070,2025-08-22T16:28:15.342690,,,,
71,1174,Textile_Company_71,4,1,contact1@textilecompany71.com,+14000000071,https://www.commonobjective.co/textile-company-71,2025-08-22T16:28:15.342694,,,,
72,1174,Fashion_Manufacturer_72,4,1,contact1@fashionmanufacturer72.com,+919000000072,https://www.commonobjective.co/fashion-manufacturer-72,2025-08-22T16:28:15.342697,,,,
73,1174,Garment_Supplier_73,4,1,contact1@garmentsupplier73.com,,https://www.commonobjective.co/garment-supplier-73,2025-08-22T16:28:15.342700,,,,
74,1174,Sustainable_Fashion_74,4,1,contact1@sustainablefashion74.uk,,https://www.commonobjective.co/sustainable-fashion-74,2025-08-22T16:28:15.342703,,,,
75,1174,Eco_Textiles_75,4,1,contact1@ecotextiles75.com,,https://www.commonobjective.co/eco-textiles-75,2025-08-22T16:28:15.342705,,,,
76,1174,Global_Apparel_76,4,1,contact1@globalapparel76.com,,https://www.commonobjective.co/global-apparel-76,2025-08-22T16:28:15.342709,,,,
77,1174,Organic_Clothing_77,4,1,contact1@organicclothing77.net,,https://www.commonobjective.co/organic-clothing-77,2025-08-22T16:28:15.342712,,,,
78,1174,Green_Fashion_78,4,1,contact1@greenfashion78.co,,https://www.commonobjective.co/green-fashion-78,2025-08-22T16:28:15.342715,,,,
79,1174,Ethical_Sourcing_79,4,1,contact1@ethicalsourcing79.org,,https://www.commonobjective.co/ethical-sourcing-79,2025-08-22T16:28:15.342717,,,,
80,1174,Supplier_080,4,2,contact1@supplier080.fashion; contact2@supplier080.fashion,+447000000080,https://www.commonobjective.co/supplier-080,2025-08-22T16:28:15.342720,,,,
81,1174,Textile_Company_81,5,1,contact1@textilecompany81.com,+14000000081,https://www.commonobjective.co/textile-company-81,2025-08-22T16:28:15.342724,,,,
82,1174,Fashion_Manufacturer_82,5,1,contact1@fashionmanufacturer82.com,+919000000082,https://www.commonobjective.co/fashion-manufacturer-82,2025-08-22T16:28:15.342727,,,,
83,1174,Garment_Supplier_83,5,1,contact1@garmentsupplier83.com,,https://www.commonobjective.co/garment-supplier-83,2025-08-22T16:28:15.342730,,,,
84,1174,Sustainable_Fashion_84,5,1,contact1@sustainablefashion84.com,,https://www.commonobjective.co/sustainable-fashion-84,2025-08-22T16:28:15.342732,,,,
85,1174,Eco_Textiles_85,5,1,contact1@ecotextiles85.com,,https://www.commonobjective.co/eco-textiles-85,2025-08-22T16:28:15.342735,,,,
86,1174,Global_Apparel_86,5,1,contact1@globalapparel86.uk,,https://www.commonobjective.co/global-apparel-86,2025-08-22T16:28:15.342737,,,,
87,1174,Organic_Clothing_87,5,1,contact1@organicclothing87.com,,https://www.commonobjective.co/organic-clothing-87,2025-08-22T16:28:15.342740,,,,
88,1174,Green_Fashion_88,5,1,contact1@greenfashion88.com,,https://www.commonobjective.co/green-fashion-88,2025-08-22T16:28:15.342742,,,,
89,1174,Ethical_Sourcing_89,5,1,contact1@ethicalsourcing89.net,,https://www.commonobjective.co/ethical-sourcing-89,2025-08-22T16:28:15.342745,,,,
90,1174,Supplier_090,5,2,contact1@supplier090.co; contact2@supplier090.co,+447000000090,https://www.commonobjective.co/supplier-090,2025-08-22T16:28:15.342747,,,,
91,1174,Textile_Company_91,5,1,contact1@textilecompany91.org,+14000000091,https://www.commonobjective.co/textile-company-91,2025-08-22T16:28:15.342751,,,,
92,1174,Fashion_Manufacturer_92,5,1,contact1@fashionmanufacturer92.fashion,+919000000092,https://www.commonobjective.co/fashion-manufacturer-92,2025-08-22T16:28:15.342755,,,,
93,1174,Garment_Supplier_93,5,0,,,https://www.commonobjective.co/garment-supplier-93,2025-08-22T16:28:15.342759,,,,
94,1174,Sustainable_Fashion_94,5,0,,,https://www.commonobjective.co/sustainable-fashion-94,2025-08-22T16:28:15.342761,,,,
95,1174,Eco_Textiles_95,5,0,,,https://www.commonobjective.co/eco-textiles-95,2025-08-22T16:28:15.342765,,,,
96,1174,Global_Apparel_96,5,0,,,https://www.commonobjective.co/global-apparel-96,2025-08-22T16:28:15.342767,,,,
97,1174,Organic_Clothing_97,5,0,,,https://www.commonobjective.co/organic-clothing-97,2025-08-22T16:28:15.342769,,,,
98,1174,Green_Fashion_98,5,0,,,https://www.commonobjective.co/green-fashion-98,2025-08-22T16:28:15.342771,,,,
99,1174,Ethical_Sourcing_99,5,0,,,https://www.commonobjective.co/ethical-sourcing-99,2025-08-22T16:28:15.342773,,,,
100,1174,Supplier_100,5,2,contact1@supplier100.com; contact2@supplier100.com,+447000000100,https://www.commonobjective.co/supplier-100,2025-08-22T16:28:15.342775,,,,
101,1174,Textile_Company_101,6,1,contact1@textilecompany101.net,+14000000101,https://www.commonobjective.co/textile-company-101,2025-08-22T16:28:15.342779,,,,
102,1174,Fashion_Manufacturer_102,6,1,contact1@fashionmanufacturer102.co,+919000000102,https://www.commonobjective.co/fashion-manufacturer-102,2025-08-22T16:28:15.342783,,,,
103,1174,Garment_Supplier_103,6,1,contact1@garmentsupplier103.org,,https://www.commonobjective.co/garment-supplier-103,2025-08-22T16:28:15.342787,,,,
104,1174,Sustainable_Fashion_104,6,1,contact1@sustainablefashion104.fashion,,https://www.commonobjective.co/sustainable-fashion-104,2025-08-22T16:28:15.342789,,,,
105,1174,Eco_Textiles_105,6,1,contact1@ecotextiles105.com,,https://www.commonobjective.co/eco-textiles-105,2025-08-22T16:28:15.342792,,,,
106,1174,Global_Apparel_106,6,1,contact1@globalapparel106.com,,https://www.commonobjective.co/global-apparel-106,2025-08-22T16:28:15.342796,,,,
107,1174,Organic_Clothing_107,6,1,contact1@organicclothing107.com,,https://www.commonobjective.co/organic-clothing-107,2025-08-22T16:28:15.342798,,,,
108,1174,Green_Fashion_108,6,1,contact1@greenfashion108.com,,https://www.commonobjective.co/green-fashion-108,2025-08-22T16:28:15.342801,,,,
109,1174,Ethical_Sourcing_109,6,1,contact1@ethicalsourcing109.com,,https://www.commonobjective.co/ethical-sourcing-109,2025-08-22T16:28:15.342804,,,,
110,1174,Supplier_110,6,2,contact1@supplier110.uk; contact2@supplier110.uk,+447000000110,https://www.commonobjective.co/supplier-110,2025-08-22T16:28:15.342806,,,,
111,1174,Textile_Company_111,6,1,contact1@textilecompany111.com,+14000000111,https://www.commonobjective.co/textile-company-111,2025-08-22T16:28:15.342810,,,,
112,1174,Fashion_Manufacturer_112,6,1,contact1@fashionmanufacturer112.com,+919000000112,https://www.commonobjective.co/fashion-manufacturer-112,2025-08-22T16:28:15.342814,,,,
113,1174,Garment_Supplier_113,6,1,contact1@garmentsupplier113.net,,https://www.commonobjective.co/garment-supplier-113,2025-08-22T16:28:15.342817,,,,
114,1174,Sustainable_Fashion_114,6,1,contact1@sustainablefashion114.co,,https://www.commonobjective.co/sustainable-fashion-114,2025-08-22T16:28:15.342819,,,,
115,1174,Eco_Textiles_115,6,1,contact1@ecotextiles115.org,,https://www.commonobjective.co/eco-textiles-115,2025-08-22T16:28:15.342822,,,,
116,1174,Global_Apparel_116,6,1,contact1@globalapparel116.fashion,,https://www.commonobjective.co/global-apparel-116,2025-08-22T16:28:15.342825,,,,
117,1174,Organic_Clothing_117,6,1,contact1@organicclothing117.com,,https://www.commonobjective.co/organic-clothing-117,2025-08-22T16:28:15.342827,,,,
118,1174,Green_Fashion_118,6,1,contact1@greenfashion118.com,,https://www.commonobjective.co/green-fashion-118,2025-08-22T16:28:15.342830,,,,
119,1174,Ethical_Sourcing_119,6,1,contact1@ethicalsourcing119.com,,https://www.commonobjective.co/ethical-sourcing-119,2025-08-22T16:28:15.342832,,,,
120,1174,Supplier_120,6,2,contact1@supplier120.com; contact2@supplier120.com,+447000000120,https://www.commonobjective.co/supplier-120,2025-08-22T16:28:15.342834,,,,
121,1174,Textile_Company_121,7,1,contact1@textilecompany121.com,+14000000121,https://www.commonobjective.co/textile-company-121,2025-08-22T16:28:15.342838,,,,
122,1174,Fashion_Manufacturer_122,7,1,contact1@fashionmanufacturer122.uk,+919000000122,https://www.commonobjective.co/fashion-manufacturer-122,2025-08-22T16:28:15.342841,,,,
123,1174,Garment_Supplier_123,7,1,contact1@garmentsupplier123.com,,https://www.commonobjective.co/garment-supplier-123,2025-08-22T16:28:15.342844,,,,
124,1174,Sustainable_Fashion_124,7,1,contact1@sustainablefashion124.com,,https://www.commonobjective.co/sustainable-fashion-124,2025-08-22T16:28:15.342847,,,,
125,1174,Eco_Textiles_125,7,1,contact1@ecotextiles125.net,,https://www.commonobjective.co/eco-textiles-125,2025-08-22T16:28:15.342849,,,,
126,1174,Global_Apparel_126,7,1,contact1@globalapparel126.co,,https://www.commonobjective.co/global-apparel-126,2025-08-22T16:28:15.342852,,,,
127,1174,Organic_Clothing_127,7,1,contact1@organicclothing127.org,,https://www.commonobjective.co/organic-clothing-127,2025-08-22T16:28:15.342854,,,,
128,1174,Green_Fashion_128,7,1,contact1@greenfashion128.fashion,,https://www.commonobjective.co/green-fashion-128,2025-08-22T16:28:15.342857,,,,
129,1174,Ethical_Sourcing_129,7,1,contact1@ethicalsourcing129.com,,https://www.commonobjective.co/ethical-sourcing-129,2025-08-22T16:28:15.342860,,,,
130,1174,Supplier_130,7,2,contact1@supplier130.com; contact2@supplier130.com,+447000000130,https://www.commonobjective.co/supplier-130,2025-08-22T16:28:15.342862,,,,
131,1174,Textile_Company_131,7,1,contact1@textilecompany131.com,+14000000131,https://www.commonobjective.co/textile-company-131,2025-08-22T16:28:15.342866,,,,
132,1174,Fashion_Manufacturer_132,7,1,contact1@fashionmanufacturer132.com,+919000000132,https://www.commonobjective.co/fashion-manufacturer-132,2025-08-22T16:28:15.342869,,,,
133,1174,Garment_Supplier_133,7,1,contact1@garmentsupplier133.com,,https://www.commonobjective.co/garment-supplier-133,2025-08-22T16:28:15.342872,,,,
134,1174,Sustainable_Fashion_134,7,1,contact1@sustainablefashion134.uk,,https://www.commonobjective.co/sustainable-fashion-134,2025-08-22T16:28:15.342875,,,,
135,1174,Eco_Textiles_135,7,1,contact1@ecotextiles135.com,,https://www.commonobjective.co/eco-textiles-135,2025-08-22T16:28:15.342879,,,,
136,1174,Global_Apparel_136,7,1,contact1@globalapparel136.com,,https://www.commonobjective.co/global-apparel-136,2025-08-22T16:28:15.342881,,,,
137,1174,Organic_Clothing_137,7,1,contact1@organicclothing137.net,,https://www.commonobjective.co/organic-clothing-137,2025-08-22T16:28:15.342884,,,,
138,1174,Green_Fashion_138,7,1,contact1@greenfashion138.co,,https://www.commonobjective.co/green-fashion-138,2025-08-22T16:28:15.342886,,,,
139,1174,Ethical_Sourcing_139,7,1,contact1@ethicalsourcing139.org,,https://www.commonobjective.co/ethical-sourcing-139,2025-08-22T16:28:15.342889,,,,
140,1174,Supplier_140,7,2,contact1@supplier140.fashion; contact2@supplier140.fashion,+447000000140,https://www.commonobjective.co/supplier-140,2025-08-22T16:28:15.342891,,,,
141,1174,Textile_Company_141,8,1,contact1@textilecompany141.com,+14000000141,https://www.commonobjective.co/textile-company-141,2025-08-22T16:28:15.342896,,,,
142,1174,Fashion_Manufacturer_142,8,1,contact1@fashionmanufacturer142.com,+919000000142,https://www.commonobjective.co/fashion-manufacturer-142,2025-08-22T16:28:15.342900,,,,
143,1174,Garment_Supplier_143,8,1,contact1@garmentsupplier143.com,,https://www.commonobjective.co/garment-supplier-143,2025-08-22T16:28:15.342903,,,,
144,1174,Sustainable_Fashion_144,8,1,contact1@sustainablefashion144.com,,https://www.commonobjective.co/sustainable-fashion-144,2025-08-22T16:28:15.342906,,,,
145,1174,Eco_Textiles_145,8,1,contact1@ecotextiles145.com,,https://www.commonobjective.co/eco-textiles-145,2025-08-22T16:28:15.342909,,,,
146,1174,Global_Apparel_146,8,1,contact1@globalapparel146.uk,,https://www.commonobjective.co/global-apparel-146,2025-08-22T16:28:15.342911,,,,
147,1174,Organic_Clothing_147,8,1,contact1@organicclothing147.com,,https://www.commonobjective.co/organic-clothing-147,2025-08-22T16:28:15.342914,,,,
148,1174,Green_Fashion_148,8,1,contact1@greenfashion148.com,,https://www.commonobjective.co/green-fashion-148,2025-08-22T16:28:15.342916,,,,
149,1174,Ethical_Sourcing_149,8,1,contact1@ethicalsourcing149.net,,https://www.commonobjective.co/ethical-sourcing-149,2025-08-22T16:28:15.342919,,,,
150,1174,Supplier_150,8,2,contact1@supplier150.co; contact2@supplier150.co,+447000000150,https://www.commonobjective.co/supplier-150,2025-08-22T16:28:15.342921,,,,
151,1174,Textile_Company_151,8,1,contact1@textilecompany151.org,+14000000151,https://www.commonobjective.co/textile-company-151,2025-08-22T16:28:15.342925,,,,
152,1174,Fashion_Manufacturer_152,8,1,contact1@fashionmanufacturer152.fashion,+919000000152,https://www.commonobjective.co/fashion-manufacturer-152,2025-08-22T16:28:15.342928,,,,
153,1174,Garment_Supplier_153,8,1,contact1@garmentsupplier153.com,,https://www.commonobjective.co/garment-supplier-153,2025-08-22T16:28:15.342931,,,,
154,1174,Sustainable_Fashion_154,8,1,contact1@sustainablefashion154.com,,https://www.commonobjective.co/sustainable-fashion-154,2025-08-22T16:28:15.342934,,,,
155,1174,Eco_Textiles_155,8,1,contact1@ecotextiles155.com,,https://www.commonobjective.co/eco-textiles-155,2025-08-22T16:28:15.342936,,,,
156,1174,Global_Apparel_156,8,1,contact1@globalapparel156.com,,https://www.commonobjective.co/global-apparel-156,2025-08-22T16:28:15.342939,,,,
157,1174,Organic_Clothing_157,8,1,contact1@organicclothing157.com,,https://www.commonobjective.co/organic-clothing-157,2025-08-22T16:28:15.342941,,,,
158,1174,Green_Fashion_158,8,1,contact1@greenfashion158.uk,,https://www.commonobjective.co/green-fashion-158,2025-08-22T16:28:15.342944,,,,
159,1174,Ethical_Sourcing_159,8,1,contact1@ethicalsourcing159.com,,https://www.commonobjective.co/ethical-sourcing-159,2025-08-22T16:28:15.342946,,,,
160,1174,Supplier_160,8,2,contact1@supplier160.com; contact2@supplier160.com,+447000000160,https://www.commonobjective.co/supplier-160,2025-08-22T16:28:15.342949,,,,
161,1174,Textile_Company_161,9,1,contact1@textilecompany161.net,+14000000161,https://www.commonobjective.co/textile-company-161,2025-08-22T16:28:15.342952,,,,
162,1174,Fashion_Manufacturer_162,9,1,contact1@fashionmanufacturer162.co,+919000000162,https://www.commonobjective.co/fashion-manufacturer-162,2025-08-22T16:28:15.342955,,,,
163,1174,Garment_Supplier_163,9,1,contact1@garmentsupplier163.org,,https://www.commonobjective.co/garment-supplier-163,2025-08-22T16:28:15.342958,,,,
164,1174,Sustainable_Fashion_164,9,1,contact1@sustainablefashion164.fashion,,https://www.commonobjective.co/sustainable-fashion-164,2025-08-22T16:28:15.342961,,,,
165,1174,Eco_Textiles_165,9,1,contact1@ecotextiles165.com,,https://www.commonobjective.co/eco-textiles-165,2025-08-22T16:28:15.342964,,,,
166,1174,Global_Apparel_166,9,1,contact1@globalapparel166.com,,https://www.commonobjective.co/global-apparel-166,2025-08-22T16:28:15.342967,,,,
167,1174,Organic_Clothing_167,9,1,contact1@organicclothing167.com,,https://www.commonobjective.co/organic-clothing-167,2025-08-22T16:28:15.342971,,,,
168,1174,Green_Fashion_168,9,1,contact1@greenfashion168.com,,https://www.commonobjective.co/green-fashion-168,2025-08-22T16:28:15.342974,,,,
169,1174,Ethical_Sourcing_169,9,1,contact1@ethicalsourcing169.com,,https://www.commonobjective.co/ethical-sourcing-169,2025-08-22T16:28:15.342976,,,,
170,1174,Supplier_170,9,2,contact1@supplier170.uk; contact2@supplier170.uk,+447000000170,https://www.commonobjective.co/supplier-170,2025-08-22T16:28:15.342979,,,,
171,1174,Textile_Company_171,9,1,contact1@textilecompany171.com,+14000000171,https://www.commonobjective.co/textile-company-171,2025-08-22T16:28:15.342982,,,,
172,1174,Fashion_Manufacturer_172,9,1,contact1@fashionmanufacturer172.com,+919000000172,https://www.commonobjective.co/fashion-manufacturer-172,2025-08-22T16:28:15.342985,,,,
173,1174,Garment_Supplier_173,9,1,contact1@garmentsupplier173.net,,https://www.commonobjective.co/garment-supplier-173,2025-08-22T16:28:15.342988,,,,
174,1174,Sustainable_Fashion_174,9,1,contact1@sustainablefashion174.co,,https://www.commonobjective.co/sustainable-fashion-174,2025-08-22T16:28:15.342991,,,,
175,1174,Eco_Textiles_175,9,1,contact1@ecotextiles175.org,,https://www.commonobjective.co/eco-textiles-175,2025-08-22T16:28:15.342996,,,,
176,1174,Global_Apparel_176,9,1,contact1@globalapparel176.fashion,,https://www.commonobjective.co/global-apparel-176,2025-08-22T16:28:15.342999,,,,
177,1174,Organic_Clothing_177,9,1,contact1@organicclothing177.com,,https://www.commonobjective.co/organic-clothing-177,2025-08-22T16:28:15.343001,,,,
