index,company_name,page_number,email_count,emails,phones,profile_url,timestamp,websites,founded_year,employees,governance
567,Paul James Knitwear,29,1,bhavik@pauljamesknitwear.com,,https://www.commonobjective.co/paul-james-knitwear,2025-08-22T16:12:51.420660,,,,
570,Zaber & Zubair Fabrics Ltd.,29,1,tousiv@znzfab.com,,https://www.commonobjective.co/zaber-&-zubair-fabrics-ltd,2025-08-22T16:12:51.420662,,,,
571,Cap Est Sas,29,1,nicola.tredoux@googlemail.com,,https://www.commonobjective.co/cap-est-sas,2025-08-22T16:12:51.420663,,,,
572,Bellwoven Packaging Ltd,29,1,katie.lord93@gmail.com,,https://www.commonobjective.co/bellwoven-packaging-ltd,2025-08-22T16:12:51.420665,,,,
573,ASK Trading Ltd,29,1,katie.lord93@gmail.com,,https://www.commonobjective.co/ask-trading-ltd,2025-08-22T16:12:51.420666,,,,
574,Zaber & Zubair Fabrics Limited,29,1,katie.lord93@gmail.com,,https://www.commonobjective.co/zaber-&-zubair-fabrics-limited,2025-08-22T16:12:51.420668,,,,
576,Aims Hosiery Ltd,29,1,katie.lord93@gmail.com,,https://www.commonobjective.co/aims-hosiery-ltd,2025-08-22T16:12:51.420669,,,,
577,Circular Systems,29,1,ricardo@textileexchange.org,+491776515364,https://www.commonobjective.co/circular-systems,2025-08-22T16:12:51.420670,,,,
578,Vrijesh Natural Fibre & Fabrics,29,1,aditya@vnffindia.com,+912240333600,https://www.commonobjective.co/vrijesh-natural-fibre-&-fabrics,2025-08-22T16:12:51.420672,,,,
579,Natural Fiber Welding,29,2,evan.hoffman@naturalfiberwelding.com; matt.nelson@naturalfiberwelding.com,,https://www.commonobjective.co/natural-fiber-welding,2025-08-22T16:12:51.420673,,,,
580,Zamen,29,1,besserournesrine@gmail.com,,https://www.commonobjective.co/zamen,2025-08-22T16:12:51.420675,,,,
581,"Huston Textile Company, LLC",30,1,kat@hustontextile.com,,https://www.commonobjective.co/huston-textile-company-llc,2025-08-22T16:12:51.420676,,,,
582,Polly and Other Stories,30,1,Pollyandotherstories@gmail.com,+923000456509,https://www.commonobjective.co/polly-and-other-stories,2025-08-22T16:12:51.420678,,,,
583,Tailored Projects,30,1,tailoredprojects.phl@gmail.com,+639178800615,https://www.commonobjective.co/tailored-projects,2025-08-22T16:12:51.420679,,,,
584,sempri,30,1,atakan_oezkan@live.de,,https://www.commonobjective.co/sempri,2025-08-22T16:12:51.420680,,,,
585,East West Industrial Park Ltd,30,1,sowkatarif@gmail.com,,https://www.commonobjective.co/east-west-industrial-park-ltd,2025-08-22T16:12:51.420682,,,,
586,Sew For Good,30,1,hello@sewforgood.com.au,,https://www.commonobjective.co/sew-for-good,2025-08-22T16:12:51.420683,,,,
587,Beaut4Ecotex,30,1,pan@beaut4ecotex.com,+86 15824187298,https://www.commonobjective.co/beaut4ecotex,2025-08-22T16:12:51.420685,,,,
588,ABOVE Studio,30,1,abovestudio.co@gmail.com,,https://www.commonobjective.co/above-studio,2025-08-22T16:12:51.420686,,,,
589,Alter Equo,30,1,triciclo28@libero.it,+393381931588,https://www.commonobjective.co/alter-equo,2025-08-22T16:12:51.420687,,,,
590,Tandem Textil SAC,30,1,jarias@tandemtextil.com,+51998244763,https://www.commonobjective.co/tandem-textil-sac,2025-08-22T16:12:51.420689,,,,
592,Raised On Denim,30,1,shubham@raisedondenim.com,+919845833885,https://www.commonobjective.co/raised-on-denim,2025-08-22T16:12:51.420690,,,,
593,Classic Costume,30,1,karen.bowler@gmx.co.uk,,https://www.commonobjective.co/classic-costume,2025-08-22T16:12:51.420692,,,,
594,Khmer Creations,30,1,Jmdarbyshire@gmail.com,,https://www.commonobjective.co/khmer-creations,2025-08-22T16:12:51.420693,,,,
595,I Dress Myself,30,1,pete@idressmyself.co.uk,01373464865,https://www.commonobjective.co/i-dress-myself,2025-08-22T16:12:51.420694,,,,
596,Akbaslar,30,1,Michelle.Hobbs@Akbaslar.com,07572841311,https://www.commonobjective.co/akbaslar,2025-08-22T16:12:51.420696,,,,
597,Billoomi Fashion Pvt Ltd,30,1,info@billoomifashion.com,,https://www.commonobjective.co/billoomi-fashion-pvt-ltd,2025-08-22T16:12:51.420697,,,,
598,Fairtrunk Ethical Fashion & Lifestyle Private Limited,30,1,darshana@fairtrunk.com,,https://www.commonobjective.co/fairtrunk-ethical-fashion-&-lifestyle-private-limited,2025-08-22T16:12:51.420699,,,,
599,Fluid Sourcing and Development Ltd,30,1,admin@fluidsourcing.co.uk,01619296426,https://www.commonobjective.co/fluid-sourcing-and-development-ltd,2025-08-22T16:12:51.420700,,,,
603,Katty Fashion,31,2,vanessa@papillonbleu.com; vanessabarker@katty-fashion.ro,,https://www.commonobjective.co/katty-fashion,2025-08-22T16:12:51.420702,,,,
605,Le Cashmere,31,1,office@lecashmere.co.uk,,https://www.commonobjective.co/le-cashmere,2025-08-22T16:12:51.420703,,,,
606,Eden Studio,31,1,info@edenstudiolondon.com,,https://www.commonobjective.co/eden-studio,2025-08-22T16:12:51.420704,,,,
608,Agraloop,31,1,cathylhp@gmail.com,,https://www.commonobjective.co/agraloop,2025-08-22T16:12:51.420706,,,,
609,Stjx,31,1,giuseppe.pezzini@pielleitalia.com,,https://www.commonobjective.co/stjx,2025-08-22T16:12:51.420707,,,,
610,Calvelex,31,2,cesar.araujo@calvelex.com; elsa.pereira@calvelex.com,+4402077023733,https://www.commonobjective.co/calvelex,2025-08-22T16:12:51.420708,,,,
611,Aura Herbalwear,31,1,turetoneinquiry@gmail.com,+917925711685,https://www.commonobjective.co/aura-herbalwear,2025-08-22T16:12:51.420710,,,,
612,Lotus Silk Farm,31,1,gm@samatoa.com,+85592529001,https://www.commonobjective.co/lotus-silk-farm,2025-08-22T16:12:51.420711,,,,
613,Bysshe Partnership,31,1,leonard@bysshe.co,,https://www.commonobjective.co/bysshe-partnership,2025-08-22T16:12:51.420713,,,,
614,Armstrong,31,1,akmindia@akm-india.com,+914212257122,https://www.commonobjective.co/armstrong,2025-08-22T16:12:51.420714,,,,
615,Coolaz.me,31,1,kurt@coolaz.me,+85515815991,https://www.commonobjective.co/coolazme,2025-08-22T16:12:51.420715,,,,
616,Kathy Kyle Studio,31,1,hello@kathykyle.com,+447500800627,https://www.commonobjective.co/kathy-kyle-studio,2025-08-22T16:12:51.420717,,,,
617,The Leather Designer,31,1,info@fancymodleather.com,,https://www.commonobjective.co/the-leather-designer,2025-08-22T16:12:51.420718,,,,
618,Tangibal Sports,31,1,tangiblesports555@gmail.com,+923424864341,https://www.commonobjective.co/tangibal-sports,2025-08-22T16:12:51.420719,,,,
619,Sachdeva Fabric World Pvt ltd,31,1,homeindia@sachdevaworld.com,+447495386820,https://www.commonobjective.co/sachdeva-fabric-world-pvt-ltd,2025-08-22T16:12:51.420721,,,,
620,CONFLUX SA,31,1,c.babii@conflux.ro,+40213371513,https://www.commonobjective.co/conflux-sa,2025-08-22T16:12:51.420722,,,,
621,Cameo and Beyond,32,1,renovationlosangeles95@gmail.com,,https://www.commonobjective.co/cameo-and-beyond,2025-08-22T16:12:51.420724,,,,
622,Arazzo Embroideries,32,1,info@arazzo.in,+919147707343,https://www.commonobjective.co/arazzo-embroideries,2025-08-22T16:12:51.420725,,,,
623,Elka Brands,32,2,hemantha@elkabrands.com; sam@lucyandsam.com,+447951208778,https://www.commonobjective.co/elka-brands,2025-08-22T16:12:51.420727,,,,
624,Noble Nomads GmbH,32,1,munkhbold.bold@noble-nomads.de,,https://www.commonobjective.co/noble-nomads-gmbh,2025-08-22T16:12:51.420728,,,,
625,Zephyr Studio,32,1,brooke.tyson@gmail.com,+447440316905,https://www.commonobjective.co/zephyr-studio,2025-08-22T16:12:51.420729,,,,
626,ASSISI GARMENTS,32,1,ag@assisiorganics.com,,https://www.commonobjective.co/assisi-garments,2025-08-22T16:12:51.420731,,,,
627,Susan Crow Studio,32,1,susan@susancrowstudio.com,,https://www.commonobjective.co/susan-crow-studio,2025-08-22T16:12:51.420732,,,,
628,La Modista,32,1,Petra.kvarcakova@gmail.com,,https://www.commonobjective.co/la-modista,2025-08-22T16:12:51.420733,,,,
629,Organic Tagua Jewelry,32,1,soraya@organictaguajewelry.com,,https://www.commonobjective.co/organic-tagua-jewelry,2025-08-22T16:12:51.420735,,,,
631,House of Savoj,32,1,savojstore@gmail.com,+9146709982555,https://www.commonobjective.co/house-of-savoj,2025-08-22T16:12:51.420736,,,,
632,Fasilah,32,1,contact@fasilah.co.uk,,https://www.commonobjective.co/fasilah,2025-08-22T16:12:51.420738,,,,
633,Maker of Jacket,32,1,makerofjacketofficial@gmail.com,,https://www.commonobjective.co/maker-of-jacket,2025-08-22T16:12:51.420740,,,,
634,Weft Apparel,32,1,jessebryan644@gmail.com,,https://www.commonobjective.co/weft-apparel,2025-08-22T16:12:51.420742,,,,
635,Aurora Apparel Pvt Ltd,32,1,krutika.chawala@auroraapparel.co.in,+91 9960981555,https://www.commonobjective.co/aurora-apparel-pvt-ltd,2025-08-22T16:12:51.420743,,,,
